City,BHK,Sqft,Bathrooms,Floor,Total_Floors,Distance_to_Center,Has_Swimming_Pool,Has_Gym,Is_Gated_Community,Per_Capita_Income_Lakh,Price_INR
Lucknow,2,1091,1,8,16,11.96,1,1,1,1.6,5566678.0
Ahmedabad,1,419,1,9,19,29.18,1,1,1,2.8,2000000.0
Lucknow,2,883,2,6,16,0.37,0,1,1,1.6,4961101.0
Kolkata,4,3766,3,0,3,19.97,1,1,1,2.5,22260285.0
Jaipur,3,1468,3,3,4,29.91,0,1,0,1.8,5060632.0
Kolkata,3,1301,3,14,20,19.94,0,1,1,2.5,8157115.0
Lucknow,3,1630,3,0,9,29.08,0,1,1,1.6,4888426.0
Chennai,5,8509,4,15,21,0.31,0,0,0,3.5,120156270.0
Delhi NCR,2,1002,2,31,33,24.73,1,1,0,4.75,5562352.0
Ahmedabad,2,1123,2,14,15,2.8,0,1,0,2.8,7688576.0
Hyderabad,2,1043,2,4,10,21.62,0,1,0,5.54,6675458.0
Delhi NCR,4,2292,3,5,6,21.88,1,1,1,4.75,32044409.0
Kolkata,4,2635,4,4,10,7.55,1,1,0,2.5,18261140.0
Hyderabad,5,9517,5,5,5,15.46,0,1,0,5.54,148708146.0
Lucknow,4,2342,4,15,19,9.93,1,1,1,1.6,13865826.0
Delhi NCR,2,1178,1,17,21,24.01,1,1,1,4.75,10853036.0
Bangalore,5,8282,5,17,22,10.77,1,1,0,9.8,201693972.0
Ahmedabad,3,1369,2,7,11,19.57,1,1,1,2.8,7825017.0
Bangalore,3,1509,2,11,20,28.88,1,1,0,9.8,13215575.0
Delhi NCR,5,8108,5,25,33,1.6,1,1,0,4.75,170275960.0
Ahmedabad,1,680,0,8,14,3.68,0,0,0,2.8,4646113.0
Bangalore,5,8978,5,13,14,1.69,1,1,0,9.8,254868298.0
Lucknow,3,1682,3,8,11,8.85,1,1,1,1.6,8423145.0
Mumbai,2,848,1,20,22,28.18,1,1,1,4.13,8735339.0
Lucknow,5,8491,4,4,13,25.72,0,1,0,1.6,40805570.0
Delhi NCR,5,9798,4,2,5,7.51,1,1,0,4.75,142441128.0
Hyderabad,4,2551,4,7,9,20.34,0,1,0,5.54,16918829.0
Bangalore,1,655,1,9,11,8.42,1,1,0,9.8,9798136.0
Kolkata,1,693,1,8,11,28.15,1,1,0,2.5,3495435.0
Bangalore,2,1151,1,9,13,8.99,1,1,0,9.8,13501564.0
Hyderabad,4,2690,4,6,12,5.62,0,1,0,5.54,25061746.0
Hyderabad,5,5711,5,11,11,14.99,0,0,1,5.54,61640566.0
Chennai,3,1960,3,5,5,19.94,1,1,1,3.5,9208763.0
Jaipur,5,4670,4,4,4,26.4,0,0,1,1.8,16826383.0
Lucknow,4,3159,4,11,12,0.87,0,1,0,1.6,18532687.0
Jaipur,2,877,2,1,4,1.98,0,1,1,1.8,5893717.0
Jaipur,1,604,1,10,17,29.84,0,0,1,1.8,2000000.0
Kolkata,2,1046,2,3,3,3.86,0,1,1,2.5,6667496.0
Bangalore,5,8407,5,25,29,10.91,1,1,0,9.8,177366206.0
Hyderabad,1,685,1,15,21,18.6,1,1,1,5.54,5095037.0
Pune,5,6530,4,10,10,20.17,1,1,1,2.78,58644644.0
Chennai,2,1197,2,7,8,6.44,1,1,0,3.5,9999023.0
Chennai,3,1927,2,2,11,19.85,0,0,0,3.5,10082289.0
Ahmedabad,5,4625,4,13,16,18.74,0,1,0,2.8,24623090.0
Bangalore,5,4587,5,12,14,11.44,1,1,1,9.8,35046313.0
Ahmedabad,2,1133,2,8,12,5.95,1,1,1,2.8,9205479.0
Bangalore,4,3079,4,32,38,24.59,1,1,0,9.8,37370156.0
Ahmedabad,4,2791,3,12,18,16.19,0,0,0,2.8,13786691.0
Jaipur,3,1989,3,3,12,17.56,0,0,0,1.8,6445239.0
Pune,4,2356,4,6,10,5.57,0,1,0,2.78,21072153.0
Pune,5,8143,5,7,17,8.69,0,1,1,2.78,110477059.0
Mumbai,3,1817,3,17,20,27.11,1,1,1,4.13,36678592.0
Delhi NCR,2,905,2,1,8,9.07,1,1,0,4.75,10952935.0
Delhi NCR,3,1776,3,21,27,1.74,1,1,0,4.75,19985561.0
Lucknow,2,1068,2,10,11,27.43,0,0,0,1.6,3100857.0
Lucknow,4,2619,3,14,24,9.73,0,1,1,1.6,13043086.0
Chennai,1,583,1,12,12,16.71,0,0,1,3.5,4476347.0
Delhi NCR,4,3076,4,9,13,4.99,1,1,1,4.75,45230350.0
Jaipur,3,1410,2,5,12,19.97,0,0,1,1.8,5631113.0
Pune,1,563,1,0,7,8.44,0,0,1,2.78,4537846.0
Kolkata,4,3661,3,4,5,19.53,0,0,1,2.5,22555799.0
Chennai,5,6259,5,4,12,24.92,0,0,1,3.5,45882839.0
Ahmedabad,3,1764,3,13,20,18.17,0,0,1,2.8,7583418.0
Bangalore,4,3484,4,16,26,20.66,1,1,1,9.8,46626615.0
Bangalore,2,1067,2,11,21,21.8,1,1,1,9.8,11594223.0
Ahmedabad,3,1847,3,11,17,23.03,1,1,0,2.8,8948703.0
Ahmedabad,1,479,1,6,7,4.32,0,1,0,2.8,2973175.0
Jaipur,3,1465,3,9,15,15.34,0,0,1,1.8,6233785.0
Ahmedabad,5,7806,5,0,2,4.48,1,1,1,2.8,90075192.0
Pune,2,987,2,8,9,22.2,0,1,0,2.78,6629606.0
Delhi NCR,4,2798,4,11,12,8.06,1,1,1,4.75,34972541.0
Hyderabad,3,1414,3,3,3,10.97,1,1,0,5.54,17181705.0
Kolkata,1,589,0,7,15,7.71,1,1,0,2.5,5138924.0
Kolkata,1,677,1,2,7,4.6,1,1,0,2.5,5739879.0
Hyderabad,2,964,2,2,10,4.3,0,1,1,5.54,11195811.0
Hyderabad,4,3263,4,4,10,8.57,0,1,0,5.54,22530849.0
Ahmedabad,5,4997,5,13,20,16.37,0,1,0,2.8,31832065.0
Mumbai,3,1495,3,31,31,1.45,1,1,1,4.13,73017098.0
Jaipur,3,1444,3,0,10,17.61,0,0,0,1.8,5083043.0
Delhi NCR,5,6985,5,11,14,28.34,1,1,1,4.75,59922564.0
Chennai,5,7867,5,3,13,29.92,0,0,0,3.5,47972337.0
Bangalore,1,523,0,9,17,12.27,1,1,0,9.8,4491138.0
Hyderabad,3,1475,2,15,17,24.86,0,0,1,5.54,7637410.0
Pune,1,530,0,8,18,10.38,1,1,1,2.78,4902479.0
Bangalore,4,2341,4,7,12,26.89,1,1,1,9.8,14414120.0
Ahmedabad,2,904,2,1,6,23.44,1,1,0,2.8,4340916.0
Lucknow,1,430,1,15,18,5.69,1,1,1,1.6,2798148.0
Jaipur,1,450,0,4,13,18.98,0,1,0,1.8,2000000.0
Lucknow,3,1823,3,8,18,21.91,0,0,0,1.6,6588780.0
Delhi NCR,1,677,0,37,45,16.12,1,1,1,4.75,8323862.0
Hyderabad,5,8974,5,1,1,1.76,0,0,0,5.54,156808727.0
Ahmedabad,2,866,2,15,25,15.99,0,1,0,2.8,4202788.0
Bangalore,3,1593,2,9,16,19.93,1,1,0,9.8,17533765.0
Pune,4,3000,3,8,8,19.76,1,1,1,2.78,20227282.0
Ahmedabad,1,657,1,1,10,14.6,0,1,0,2.8,3575683.0
Bangalore,5,8488,5,11,16,29.07,1,1,1,9.8,114567556.0
Bangalore,2,1166,2,28,35,21.55,1,1,1,9.8,13405220.0
Bangalore,5,6544,5,18,25,5.02,1,1,1,9.8,96020891.0
Ahmedabad,1,448,1,0,0,19.64,0,1,1,2.8,2000000.0
Hyderabad,1,485,0,6,9,0.23,0,1,1,5.54,6068506.0
Delhi NCR,1,473,0,5,5,1.53,1,1,0,4.75,4641564.0
Delhi NCR,1,604,0,16,25,17.36,1,1,0,4.75,6281386.0
Chennai,4,2534,4,11,16,11.53,0,0,1,3.5,14091538.0
Kolkata,1,447,1,8,11,10.84,0,0,1,2.5,2996660.0
Ahmedabad,4,2547,4,3,9,20.4,0,0,1,2.8,9596141.0
Bangalore,5,8279,5,29,36,16.58,1,1,0,9.8,154387936.0
Ahmedabad,2,1144,1,0,0,14.5,0,1,1,2.8,6331356.0
Ahmedabad,5,7798,4,6,11,27.72,0,0,0,2.8,39240636.0
Hyderabad,5,5347,5,8,15,16.77,0,1,1,5.54,55718471.0
Ahmedabad,1,602,0,0,1,11.34,1,1,1,2.8,3894170.0
Jaipur,1,662,1,0,2,18.85,0,0,1,1.8,2310382.0
Pune,4,3191,4,8,16,10.1,0,0,0,2.78,20926784.0
Lucknow,4,2621,4,13,21,5.14,1,1,0,1.6,12148956.0
Lucknow,5,9794,5,1,5,11.97,0,1,1,1.6,72380659.0
Pune,1,577,0,6,14,13.99,0,0,1,2.78,3195736.0
Chennai,5,8508,5,6,14,23.13,0,0,0,3.5,69165197.0
Kolkata,3,1580,2,6,11,19.85,0,0,1,2.5,7820268.0
Chennai,1,508,0,1,3,22.38,0,0,0,3.5,2860765.0
Lucknow,3,1946,2,3,4,0.99,0,0,0,1.6,9302039.0
Kolkata,2,949,2,3,7,20.4,0,1,1,2.5,4983781.0
Hyderabad,4,3347,4,15,25,19.58,1,1,1,5.54,33206257.0
Kolkata,3,1970,2,15,16,20.14,1,1,1,2.5,13303723.0
Bangalore,2,805,2,29,36,29.38,1,1,1,9.8,7787411.0
Chennai,5,4847,4,12,13,4.71,1,1,1,3.5,63079422.0
Delhi NCR,3,1571,3,13,15,15.74,1,1,1,4.75,9557320.0
Delhi NCR,2,809,1,8,11,18.7,1,1,0,4.75,8412589.0
Ahmedabad,4,3013,3,15,23,15.78,0,1,1,2.8,17461393.0
Ahmedabad,1,686,0,4,7,13.15,1,1,1,2.8,3808745.0
Bangalore,5,9993,4,1,1,5.79,1,1,1,9.8,206746696.0
Ahmedabad,3,1875,3,10,20,7.87,0,0,0,2.8,10312028.0
Chennai,1,453,0,13,21,24.38,0,0,0,3.5,2320721.0
Hyderabad,5,6992,5,12,13,22.27,0,0,1,5.54,66158396.0
Kolkata,1,494,1,7,8,4.37,0,0,1,2.5,4069012.0
Lucknow,4,3224,4,13,18,8.93,1,1,1,1.6,19943539.0
Jaipur,1,628,0,5,13,27.78,0,0,0,1.8,2000000.0
Bangalore,1,591,1,34,34,16.91,1,1,0,9.8,7415041.0
Lucknow,5,9002,4,15,17,2.75,0,0,1,1.6,85086288.0
Bangalore,5,7790,5,34,36,8.14,1,1,1,9.8,174483393.0
Ahmedabad,2,1118,2,4,4,27.01,0,0,1,2.8,4768287.0
Chennai,4,2400,3,4,13,27.5,1,1,1,3.5,19295102.0
Jaipur,1,622,1,14,18,7.06,0,0,0,1.8,3330078.0
Delhi NCR,4,2529,4,20,30,27.81,1,1,1,4.75,21991104.0
Hyderabad,2,1192,2,6,10,4.27,0,1,0,5.54,13748720.0
Mumbai,3,1881,2,16,24,2.8,1,1,0,4.13,53770268.0
Jaipur,3,1386,3,4,8,26.98,0,0,0,1.8,4307825.0
Ahmedabad,2,996,2,8,8,6.92,0,1,0,2.8,5917702.0
Mumbai,4,2689,4,25,33,16.14,1,1,1,4.13,85631803.0
Pune,5,8772,5,10,20,8.77,0,1,1,2.78,110217696.0
Mumbai,5,8026,4,6,12,14.11,1,1,1,4.13,364385320.0
Lucknow,5,9128,5,5,10,25.96,0,1,1,1.6,51218646.0
Kolkata,3,1844,3,14,19,20.91,0,1,0,2.5,8603931.0
Hyderabad,2,986,2,1,7,1.27,0,0,0,5.54,9733862.0
Bangalore,2,1010,2,15,18,21.98,1,1,1,9.8,5673871.0
Kolkata,4,3810,4,5,12,2.01,0,1,0,2.5,34897263.0
Bangalore,2,917,1,6,7,28.93,1,1,1,9.8,8897640.0
Bangalore,5,8378,5,21,27,7.52,1,1,0,9.8,147187717.0
Bangalore,5,7363,5,29,33,26.85,1,1,1,9.8,102741108.0
Ahmedabad,4,2528,4,1,3,2.47,1,1,0,2.8,22973618.0
Pune,1,543,1,4,4,0.24,1,1,1,2.78,6276105.0
Jaipur,1,510,1,0,10,26.54,0,1,1,1.8,2000000.0
Kolkata,1,495,1,12,17,10.74,0,0,1,2.5,3588532.0
Bangalore,4,2869,4,27,27,16.07,1,1,1,9.8,45735125.0
Delhi NCR,1,559,1,3,10,2.17,1,1,1,4.75,7278201.0
Ahmedabad,2,1044,2,15,20,3.75,0,0,0,2.8,7220836.0
Chennai,1,543,1,15,22,25.49,0,1,0,3.5,3715075.0
Lucknow,3,1966,3,3,11,23.0,1,1,1,1.6,7105349.0
Mumbai,5,5206,5,40,44,5.01,1,1,1,4.13,162005534.0
Kolkata,1,508,1,2,9,1.15,0,1,0,2.5,4594741.0
Lucknow,2,1178,2,4,7,8.84,0,1,0,1.6,6103181.0
Kolkata,3,1988,3,4,9,23.96,0,0,1,2.5,9814299.0
Mumbai,1,693,1,8,12,11.65,1,1,0,4.13,10809726.0
Jaipur,1,517,0,5,7,21.84,0,1,1,1.8,2427188.0
Ahmedabad,1,651,1,6,15,10.58,0,1,1,2.8,3602767.0
Chennai,2,893,2,8,9,10.9,0,0,0,3.5,5649998.0
Kolkata,1,521,1,12,15,20.17,0,0,0,2.5,2669038.0
Hyderabad,4,3301,4,6,15,4.02,0,0,1,5.54,40861690.0
Pune,4,3988,4,3,10,10.59,0,0,0,2.78,36170127.0
Delhi NCR,1,616,1,7,16,19.86,1,1,1,4.75,6019461.0
Bangalore,4,3370,4,3,8,5.67,1,1,1,9.8,49520356.0
Bangalore,2,1186,2,11,16,1.99,1,1,1,9.8,17806645.0
Kolkata,5,5526,4,8,9,3.86,0,1,0,2.5,56191026.0
Hyderabad,1,439,0,15,21,9.55,0,0,0,5.54,2000000.0
Pune,3,1301,3,13,18,6.02,0,1,1,2.78,12250099.0
Bangalore,3,1374,3,4,11,16.44,1,1,1,9.8,14708615.0
Jaipur,5,5800,4,10,12,7.25,0,1,1,1.8,35835711.0
Delhi NCR,5,6065,5,0,8,15.39,1,1,1,4.75,81140783.0
Delhi NCR,2,1043,1,17,27,29.89,1,1,0,4.75,7431146.0
Chennai,2,1047,2,15,23,1.82,0,1,0,3.5,12606972.0
Jaipur,5,7146,4,9,11,23.79,0,1,1,1.8,45121609.0
Ahmedabad,4,2882,4,7,12,19.22,0,1,1,2.8,13482763.0
Pune,5,8818,4,6,14,11.77,0,0,0,2.78,98585244.0
Hyderabad,4,2787,3,5,6,20.48,1,1,0,5.54,20703608.0
Kolkata,3,1926,3,14,23,23.73,0,1,0,2.5,9482194.0
Hyderabad,5,7993,5,13,17,21.54,1,1,1,5.54,99481505.0
Hyderabad,1,683,1,8,10,17.87,1,1,1,5.54,4845036.0
Chennai,5,8236,4,3,5,24.86,0,1,1,3.5,59222005.0
Ahmedabad,2,906,2,15,20,10.86,0,1,0,2.8,5579695.0
Jaipur,1,410,0,1,4,27.45,0,0,0,1.8,2000000.0
Lucknow,1,525,1,15,21,27.65,0,1,1,1.6,2000000.0
Bangalore,2,1019,2,22,27,26.77,1,1,1,9.8,11058204.0
Bangalore,5,8468,4,19,28,2.96,1,1,0,9.8,165425688.0
Bangalore,2,1176,1,39,41,4.48,1,1,1,9.8,19455638.0
Mumbai,5,9270,5,20,25,18.1,1,1,1,4.13,383194584.0
Chennai,3,1826,3,3,3,17.57,0,1,1,3.5,11804302.0
Mumbai,3,1345,3,23,29,22.81,1,1,0,4.13,27824261.0
Ahmedabad,4,3190,3,9,11,5.64,0,1,1,2.8,20596503.0
Delhi NCR,4,3190,4,17,18,7.26,1,1,0,4.75,36140550.0
Pune,3,1513,3,9,11,22.6,1,1,0,2.78,10842823.0
Kolkata,5,4568,5,8,15,1.21,0,0,0,2.5,36800986.0
Delhi NCR,1,528,1,20,30,2.1,1,1,1,4.75,7128392.0
Delhi NCR,2,984,2,3,11,3.88,1,1,1,4.75,7484068.0
Kolkata,1,413,1,5,6,25.43,0,1,1,2.5,2000000.0
Chennai,2,955,2,10,19,0.96,0,1,1,3.5,9120476.0
Mumbai,5,8963,5,37,38,17.02,1,1,0,4.13,284906556.0
Kolkata,5,7702,5,0,3,10.34,0,0,0,2.5,63251418.0
Ahmedabad,1,546,1,11,16,22.57,0,0,1,2.8,2329843.0
Lucknow,2,1113,1,0,2,6.19,1,1,0,1.6,6147819.0
Chennai,5,8771,5,15,21,14.88,0,1,1,3.5,113679404.0
Bangalore,5,8694,5,33,39,0.03,1,1,1,9.8,206549472.0
Lucknow,2,1041,2,6,15,12.47,0,1,1,1.6,3946915.0
Mumbai,1,661,1,17,25,29.14,1,1,1,4.13,7522440.0
Pune,4,2257,4,1,7,16.85,1,1,0,2.78,16583662.0
Bangalore,3,1989,3,5,7,1.78,1,1,1,9.8,26895148.0
Jaipur,3,1809,3,5,5,3.7,1,1,1,1.8,11014861.0
Lucknow,1,439,1,11,17,27.39,0,1,1,1.6,2000000.0
Jaipur,2,1045,2,13,18,19.9,1,1,0,1.8,4572524.0
Bangalore,5,7696,5,25,30,4.76,1,1,1,9.8,172478801.0
Lucknow,2,898,2,1,7,2.8,0,0,1,1.6,4630517.0
Chennai,3,1703,3,8,14,11.18,0,1,1,3.5,11879516.0
Ahmedabad,1,614,1,8,13,7.85,0,0,1,2.8,3381965.0
Ahmedabad,1,571,1,5,9,14.18,1,1,0,2.8,3026917.0
Mumbai,4,3943,4,2,5,4.93,1,1,1,4.13,107545413.0
Jaipur,2,802,1,9,19,17.56,0,1,0,1.8,3038927.0
Jaipur,3,1716,2,9,16,7.85,0,1,1,1.8,9705338.0
Hyderabad,5,5397,4,14,21,10.74,1,1,1,5.54,42980486.0
Bangalore,5,6924,5,30,32,20.06,1,1,0,9.8,92351014.0
Kolkata,5,8887,5,14,20,22.4,0,0,0,2.5,69801875.0
Hyderabad,1,571,1,8,17,3.47,1,1,1,5.54,6885992.0
Lucknow,1,634,0,3,6,6.36,0,0,1,1.6,3601428.0
Jaipur,4,3383,4,6,15,0.81,1,1,0,1.8,25134082.0
Lucknow,1,656,0,9,14,6.72,1,1,0,1.6,3207930.0
Hyderabad,5,6418,5,13,13,17.49,1,1,1,5.54,72875833.0
Bangalore,5,6528,5,17,23,15.55,1,1,1,9.8,62983555.0
Hyderabad,1,593,0,9,11,3.97,0,0,0,5.54,5175951.0
Pune,1,675,1,1,2,16.36,1,1,1,2.78,4917759.0
Hyderabad,2,960,2,11,11,3.8,1,1,0,5.54,12773459.0
Mumbai,2,1025,2,21,22,22.64,1,1,0,4.13,15491169.0
Lucknow,4,3564,4,15,15,22.81,0,1,1,1.6,13654980.0
Bangalore,5,5631,5,4,7,25.5,1,1,0,9.8,51572374.0
Pune,5,8620,5,8,11,27.89,0,1,1,2.78,105022610.0
Jaipur,5,7849,4,7,7,2.23,1,1,1,1.8,78239272.0
Ahmedabad,3,1633,3,1,6,3.29,1,1,1,2.8,14935217.0
Chennai,2,959,2,7,14,24.5,0,1,0,3.5,6002212.0
Jaipur,5,5701,4,13,14,7.46,0,0,0,1.8,36329015.0
Ahmedabad,4,3366,3,0,9,29.16,0,1,0,2.8,13796739.0
Bangalore,5,6665,5,36,39,28.3,1,1,1,9.8,93735968.0
Chennai,2,1043,1,3,3,29.07,0,1,1,3.5,3929527.0
Mumbai,3,1422,3,36,36,25.47,1,1,1,4.13,24925614.0
Jaipur,5,8824,5,1,6,8.66,1,1,0,1.8,83058523.0
Chennai,1,464,1,10,19,19.43,0,1,0,3.5,2856680.0
Mumbai,4,2720,3,35,40,21.75,1,1,0,4.13,30765205.0
Mumbai,3,1476,3,23,29,7.05,1,1,1,4.13,38236115.0
Mumbai,5,8042,5,17,21,25.26,1,1,0,4.13,310284464.0
Bangalore,5,8902,5,3,4,18.05,1,1,0,9.8,167402365.0
Ahmedabad,4,2420,3,7,9,15.17,1,1,1,2.8,14454761.0
Kolkata,4,2601,3,6,9,20.37,0,0,0,2.5,13658470.0
Ahmedabad,4,2776,4,10,19,21.04,1,1,0,2.8,13985432.0
Mumbai,5,8732,4,40,44,27.59,1,1,1,4.13,126103384.0
Kolkata,4,2513,3,15,17,4.97,0,1,1,2.5,18403022.0
Kolkata,5,8326,4,14,18,18.59,0,1,0,2.5,83616558.0
Kolkata,3,1860,2,8,12,16.71,0,0,1,2.5,9869026.0
Lucknow,3,1400,3,8,9,10.25,0,1,1,1.6,6247847.0
Hyderabad,4,2404,3,9,18,9.89,1,1,1,5.54,22492821.0
Lucknow,1,467,0,15,22,11.66,1,1,1,1.6,2877921.0
Chennai,3,1525,3,1,8,17.77,0,0,1,3.5,11098836.0
Bangalore,2,911,2,31,32,13.87,1,1,1,9.8,16039355.0
Delhi NCR,4,2583,3,8,14,18.17,1,1,1,4.75,22788929.0
Delhi NCR,4,3859,4,30,32,9.19,1,1,1,4.75,55372807.0
Pune,3,1310,3,0,3,5.02,0,0,0,2.78,8356373.0
Mumbai,1,419,1,10,12,1.57,1,1,1,4.13,17338721.0
Chennai,5,9353,5,4,13,5.0,1,1,1,3.5,123636568.0
Kolkata,2,1105,2,8,8,18.14,0,0,0,2.5,5702620.0
Hyderabad,2,998,2,15,25,12.39,1,1,1,5.54,7540088.0
Ahmedabad,1,538,1,15,21,8.37,0,1,0,2.8,3110506.0
Lucknow,3,1891,2,0,5,19.45,1,1,1,1.6,7111915.0
Bangalore,2,1094,2,19,21,25.5,1,1,1,9.8,8912949.0
Bangalore,5,5545,4,28,29,29.11,1,1,0,9.8,54293201.0
Jaipur,1,641,1,2,2,29.41,0,1,1,1.8,2056291.0
Pune,5,4678,4,13,23,8.88,1,1,1,2.78,63831575.0
Chennai,5,6488,5,7,12,1.84,1,1,1,3.5,79138276.0
Bangalore,3,1496,2,23,25,5.94,1,1,0,9.8,21247138.0
Kolkata,3,1351,2,5,8,24.15,0,1,1,2.5,7770055.0
Bangalore,4,2950,4,36,43,3.7,1,1,0,9.8,40412664.0
Chennai,3,1577,3,3,5,23.25,0,0,1,3.5,7508949.0
Kolkata,2,1189,2,7,12,24.53,0,1,1,2.5,5973636.0
Delhi NCR,5,7623,5,13,15,12.32,1,1,0,4.75,147320516.0
Lucknow,2,800,1,10,11,4.3,1,1,1,1.6,4929989.0
Ahmedabad,1,497,1,4,6,29.05,0,0,1,2.8,2000000.0
Bangalore,1,511,0,0,7,16.31,1,1,1,9.8,5625739.0
Bangalore,3,1486,2,38,42,18.9,1,1,1,9.8,13152476.0
Bangalore,5,7551,5,25,28,25.67,1,1,1,9.8,118629290.0
Ahmedabad,1,568,1,0,5,27.72,1,1,0,2.8,2622595.0
Delhi NCR,1,699,0,30,39,1.64,1,1,0,4.75,9281889.0
Mumbai,5,9952,5,8,11,23.15,1,1,1,4.13,221623335.0
Chennai,4,2563,3,1,4,1.31,0,0,1,3.5,19176213.0
Lucknow,3,1493,3,15,15,2.1,1,1,1,1.6,10338276.0
Hyderabad,3,1455,3,2,11,13.7,0,1,0,5.54,13557730.0
Bangalore,5,8797,5,15,19,1.32,1,1,0,9.8,180227351.0
Jaipur,1,456,1,3,10,29.59,1,1,1,1.8,2000000.0
Jaipur,5,4790,5,11,12,16.86,0,0,1,1.8,18079384.0
Pune,4,2578,4,2,3,5.01,0,0,1,2.78,20600811.0
Jaipur,1,669,1,7,8,11.75,0,0,0,1.8,2806763.0
Chennai,3,1739,3,1,5,3.28,0,1,0,3.5,12846282.0
Lucknow,3,1768,3,8,8,22.32,1,1,1,1.6,6488218.0
Hyderabad,1,684,1,2,10,28.24,0,0,0,5.54,3078229.0
Ahmedabad,1,444,1,1,1,2.14,1,1,1,2.8,3646944.0
Pune,4,3741,3,1,7,27.69,0,0,1,2.78,21386500.0
Pune,1,562,1,5,12,28.42,0,1,0,2.78,2158499.0
Mumbai,2,1109,1,0,4,20.22,1,1,1,4.13,7181326.0
Lucknow,5,8480,4,1,9,5.25,0,0,0,1.6,53525938.0
Mumbai,4,2728,4,29,29,21.28,1,1,1,4.13,62009519.0
Lucknow,4,3780,4,1,3,6.82,0,0,1,1.6,12944656.0
Hyderabad,2,1126,2,7,7,15.94,0,1,1,5.54,7752771.0
Lucknow,1,557,1,9,15,22.26,1,1,0,1.6,2066506.0
Bangalore,4,2455,4,30,30,2.69,1,1,1,9.8,49900752.0
Delhi NCR,2,859,1,23,23,16.71,1,1,0,4.75,7567612.0
Pune,4,2730,3,8,9,14.41,0,1,1,2.78,22898866.0
Ahmedabad,3,1394,3,1,7,18.41,0,0,0,2.8,5948872.0
Delhi NCR,2,816,2,33,36,8.16,1,1,0,4.75,4684339.0
Delhi NCR,5,8493,5,27,36,17.07,1,1,0,4.75,154526816.0
Delhi NCR,5,7720,5,26,33,17.59,1,1,0,4.75,116269515.0
Mumbai,3,1309,3,17,24,12.91,1,1,1,4.13,33745007.0
Jaipur,3,1931,2,2,2,29.18,0,0,0,1.8,7964819.0
Ahmedabad,3,1481,3,12,21,9.06,1,1,1,2.8,8256239.0
Ahmedabad,4,3490,3,9,12,6.98,1,1,0,2.8,30135576.0
Pune,4,3797,3,6,10,8.66,1,1,1,2.78,39612625.0
Chennai,4,2958,3,10,16,11.61,1,1,1,3.5,26549879.0
Delhi NCR,4,2842,4,38,48,16.35,1,1,1,4.75,30617698.0
Bangalore,2,1193,2,2,5,21.97,1,1,1,9.8,9935708.0
Mumbai,2,923,2,7,17,28.45,1,1,1,4.13,12220259.0
Ahmedabad,3,1422,3,6,10,28.05,1,1,1,2.8,6942055.0
Mumbai,2,948,1,6,12,14.68,1,1,1,4.13,10562929.0
Kolkata,1,674,1,15,19,20.2,0,1,1,2.5,4183427.0
Mumbai,2,967,2,19,26,10.0,1,1,1,4.13,20386589.0
Mumbai,4,2469,4,12,20,12.26,1,1,1,4.13,36172476.0
Hyderabad,3,1618,2,1,11,7.7,0,1,1,5.54,13132158.0
Lucknow,5,9369,5,2,11,4.52,0,1,0,1.6,84456654.0
Hyderabad,2,997,2,6,16,19.11,0,0,1,5.54,5813919.0
Bangalore,3,1615,3,25,27,3.94,1,1,1,9.8,26035272.0
Bangalore,4,2322,4,32,41,12.75,1,1,1,9.8,24868020.0
Chennai,3,1728,3,3,10,19.08,0,1,1,3.5,12142978.0
Kolkata,5,6806,5,8,10,20.9,0,1,0,2.5,52952908.0
Chennai,5,7957,4,5,10,8.2,0,1,0,3.5,116915477.0
Hyderabad,3,1830,3,1,5,8.17,0,0,1,5.54,14218414.0
Chennai,2,1130,2,4,4,10.43,0,1,1,3.5,9442502.0
Pune,2,1181,2,6,13,2.52,0,0,0,2.78,10902302.0
Delhi NCR,2,809,2,0,1,11.24,1,1,1,4.75,10933380.0
Mumbai,1,623,1,36,43,24.75,1,1,1,4.13,9463529.0
Hyderabad,1,597,1,13,18,4.27,1,1,1,5.54,7996653.0
Lucknow,1,420,0,11,14,24.54,0,0,0,1.6,2000000.0
Bangalore,2,965,1,12,12,21.54,1,1,0,9.8,8817465.0
Jaipur,4,2804,4,10,10,25.67,0,0,1,1.8,9693391.0
Jaipur,1,408,1,8,13,7.81,0,1,1,1.8,2229233.0
Lucknow,4,3900,4,0,4,2.63,0,0,1,1.6,20444178.0
Mumbai,4,2799,4,10,14,21.15,1,1,1,4.13,54736857.0
Delhi NCR,2,1179,1,9,16,4.46,1,1,1,4.75,20682682.0
Hyderabad,1,514,1,9,18,6.52,1,1,1,5.54,6641267.0
Jaipur,1,579,0,13,15,26.94,1,1,1,1.8,2650154.0
Chennai,4,2752,4,15,16,22.17,0,0,1,3.5,14773971.0
Delhi NCR,5,4752,5,14,19,15.82,1,1,1,4.75,43015584.0
Chennai,1,574,1,5,7,6.31,0,0,0,3.5,4807218.0
Ahmedabad,5,7971,5,11,11,26.67,1,1,1,2.8,64277213.0
Jaipur,1,433,1,2,7,2.92,0,0,1,1.8,2663943.0
Hyderabad,2,926,1,11,17,12.09,0,0,1,5.54,6287154.0
Ahmedabad,5,6187,5,13,15,9.94,1,1,1,2.8,55260124.0
Pune,5,8775,5,6,8,17.69,0,0,1,2.78,70062207.0
